ID,text,file_relative
e5879b3b1e6b412ab045f05e4fdfc01f,"Agreed. I want walls up before whatever is out there decides to pay us a visit.""","segments/Mission5/000002.mp3"
8246179d0cc947d0a9e9bf8842d1dd4a,"Hostile biosignatures confirmed, approaching from the north.","segments/Mission6/000000.mp3"
a2533d50951b4bafa71e188986ff2cf3,"Small patrol, six to eight contacts. They are not friendly, Commander.","segments/Mission6/000001.mp3"
bcd8810bfc3d46fca41e05d4df26a4f5,"Walls up, turrets online. This is our ground now. Prepare for engagement.","segments/Mission6/000002.mp3"
fbd5d20390da4a6c9ae30bccf1e85e62,"New contact.","segments/Mission7/000000.mp3"
8e9fc77a43634e29847b6d0547eedac4,"A larger force is massing to the west.","segments/Mission7/000001.mp3"
96f6d58439c645fbbd007a870c468e7f,"Estimated twice the size of the previous engagement.","segments/Mission7/000002.mp3"
a7c5b085345d4f94b3e60e81c90c5c80,"They are probing our flanks.","segments/Mission7/000003.mp3"
68e2a4c6ee3346ccb2451983ddd0e820,"Reinforce the western perimeter, turrets and walls.","segments/Mission7/000004.mp3"
7f7bdbfd600f4b47929058ede96ff9cb,"Nothing gets through.","segments/Mission7/000005.mp3"
6e10684dc6d342d6932c5bc23da9c01a,"Commander, I am detecting coordinated movement from multiple vectors.","segments/Mission8/000000.mp3"
f12556c7288d49db87c4038da406cb3a,"North, west, and south simultaneously. This is not a random patrol.","segments/Mission8/000001.mp3"
134c8df976cd489e99bff37502357eca,"A pincer maneuver. These things have actual military tactics.","segments/Mission8/000002.mp3"
e4ae7b18e06243149437391e1d05f3b0,"Shore up every approach, spread our turrets across all fronts.","segments/Mission8/000003.mp3"
e21a660702c843a1b720f8f37bbc043f,"Recommend prioritizing resource production to sustain extended multi-front engagement.","segments/Mission8/000004.mp3"
af4cd9b1fa6345a9a1dfb8352a4ab822,"Analysis complete.","segments/Mission9/000000.mp3"
9318959f7d8b4f0ca4d5aa08c192764d,"Our terraforming emissions are directly provoking the indigenous population.","segments/Mission9/000001.mp3"
7cd660325e20493a9c14e2d129d990a0,"The more we reshape this environment, the more aggressively they resist.","segments/Mission9/000002.mp3"
30423c7f59fa455db37d7e5641f780d0,"The whole point is to reshape this environment.","segments/Mission9/000003.mp3"
e998bc7a591a4cd89ed0491217936059,"We do not stop.","segments/Mission9/000004.mp3"
69cfbaa1949545e9b4bd6967987ad2e6,"Push output, reinforce defenses and hold the line.","segments/Mission9/000005.mp3"
c07ad2203e1b4c7ba4b30b8b42effed1,"Understood. Monitoring terraforming levels.","segments/Mission9/000006.mp3"
f863cc43f51f4f50b841baa25a4cb84d,"Expect escalating hostility with each expansion cycle.","segments/Mission9/000007.mp3"
5da76a2dfd364e7fb0bf93cc1226690f,"Commander, a massive biosignature is approaching from the north.","segments/Mission10/000000.mp3"
f31077af7d01488690d3233a4a3f590d,"It dwarfs anything we have encountered. Designating it as a Warden-class entity.","segments/Mission10/000001.mp3"
ffee6db8919440a39394c066becb0ae3,"That is a command unit. They sent their best.","segments/Mission10/000002.mp3"
bae87de5f296483794f4e3d0f5734289,"All defenses to maximum, concentrate fire on the big one.","segments/Mission10/000003.mp3"
0d579f8e77bb4df69f7be5f19717bf65,"Warden is accompanied by a full assault wave.","segments/Mission10/000004.mp3"
e782efc66359480dad505476703dc68b,"Recommend eliminating the command unit first to break enemy cohesion.","segments/Mission10/000005.mp3"
